Carf	Carf
Nbeal1	Nbeal1
Cyp20a1	Cyp20a1
Abi2	Abi2
Raph1	Raph1
Cd28	Cd28
Icos	Icos
Pard3b	Pard3b
Nrp2	Nrp2
4930487H11Rik	4930487H11Rik
Ino80d	Ino80d
Ndufs1	Ndufs1
Eef1b2	Eef1b2
Zdbf2	Zdbf2
Adam23	Adam23
Fastkd2	Fastkd2
Klf7	Klf7
Creb1	Creb1
Mettl21a	Mettl21a
Ccnyl1	Ccnyl1
Fzd5	Fzd5
Plekhm3	Plekhm3
Akr1cl	Akr1cl
Idh1	Idh1
Pikfyve	Pikfyve
Mtap2	Mtap2
Rpe	Rpe
1110028C15Rik	1110028C15Rik
Acadl	Acadl
Myl1	Myl1
Lancl1	Lancl1
Erbb4	Erbb4
Ikzf2	Ikzf2
Bard1	Bard1
Atic	Atic
Fn1	Fn1
Mreg	Mreg
Pecr	Pecr
Tmem169	Tmem169
Xrcc5	Xrcc5
Smarcal1	Smarcal1
Rpl37a	Rpl37a
Igfbp5	Igfbp5
Tns1	Tns1
Cxcr2	Cxcr2
Arpc2	Arpc2
Aamp	Aamp
Pnkd	Pnkd
Tmbim1	Tmbim1
Gm216	Gm216
Slc11a1	Slc11a1
Ctdsp1	Ctdsp1
Vil1	Vil1
Usp37	Usp37
Rqcd1	Rqcd1
Zfp142	Zfp142
Bcs1l	Bcs1l
Rnf25	Rnf25
Stk36	Stk36
Ttll4	Ttll4
Cyp27a1	Cyp27a1
Wnt6	Wnt6
Fev	Fev
Nhej1	Nhej1
1810031K17Rik	1810031K17Rik
Fam134a	Fam134a
Zfand2b	Zfand2b
Abcb6	Abcb6
Atg9a	Atg9a
Ankzf1	Ankzf1
Glb1l	Glb1l
Stk16	Stk16
Tuba4a	Tuba4a
Dnajb2	Dnajb2
Dnpep	Dnpep
Des	Des
Speg	Speg
Gmppa	Gmppa
Chpf	Chpf
Tmem198	Tmem198
Obsl1	Obsl1
Inha	Inha
Stk11ip	Stk11ip
Slc4a3	Slc4a3
Epha4	Epha4
Farsb	Farsb
Acsl3	Acsl3
Utp14b	Utp14b
Kcne4	Kcne4
Ap1s3	Ap1s3
Wdfy1	Wdfy1
Mrpl44	Mrpl44
Serpine2	Serpine2
Fam124b	Fam124b
Cul3	Cul3
Dock10	Dock10
Irs1	Irs1
Rhbdd1	Rhbdd1
Col4a4	Col4a4
Col4a3	Col4a3
Mff	Mff
Agfg1	Agfg1
Sphkap	Sphkap
Pid1	Pid1
Trip12	Trip12
Fbxo36	Fbxo36
Gm7609	Gm7609
C130026I21Rik	C130026I21Rik
Sp110	Sp110
Sp140	Sp140
Sp100	Sp100
A630001G21Rik	A630001G21Rik
Cab39	Cab39
Itm2c	Itm2c
Psmd1	Psmd1
Armc9	Armc9
B3gnt7	B3gnt7
Ncl	Ncl
C130036L24Rik	C130036L24Rik
Ptma	Ptma
Pde6d	Pde6d
Cops7b	Cops7b
Dis3l2	Dis3l2
Eif4e2	Eif4e2
Efhd1	Efhd1
Gigyf2	Gigyf2
Ngef	Ngef
Inpp5d	Inpp5d
Atg16l1	Atg16l1
Sag	Sag
Dgkd	Dgkd
Usp40	Usp40
Dnajb3	Dnajb3
Hjurp	Hjurp
6430706D22Rik	6430706D22Rik
Arl4c	Arl4c
Sh3bp4	Sh3bp4
Agap1	Agap1
Cxcr7	Cxcr7
Cops8	Cops8
Col6a3	Col6a3
Mlph	Mlph
Lrrfip1	Lrrfip1
Ramp1	Ramp1
Ube2f	Ube2f
Scly	Scly
Klhl30	Klhl30
Ilkap	Ilkap
Hes6	Hes6
Per2	Per2
Traf3ip1	Traf3ip1
Asb1	Asb1
Twist2	Twist2
Hdac4	Hdac4
Ndufa10	Ndufa10
Myeov2	Myeov2
Gpc1	Gpc1
Dusp28	Dusp28
Rnpepl1	Rnpepl1
9430060I03Rik	9430060I03Rik
Capn10	Capn10
Gpr35	Gpr35
Kif1a	Kif1a
Sned1	Sned1
Mterfd2	Mterfd2
Ppp1r7	Ppp1r7
Hdlbp	Hdlbp
Sept2	Sept2
Farp2	Farp2
Stk25	Stk25
Bok	Bok
Thap4	Thap4
Atg4b	Atg4b
Dtymk	Dtymk
Ing5	Ing5
D2hgdh	D2hgdh
Gal3st2	Gal3st2
Gm6086	Gm6086
Fam174a	Fam174a
St8sia4	St8sia4
D1Ertd622e	D1Ertd622e
Ppip5k2	Ppip5k2
Gin1	Gin1
Pam	Pam
B230216N24Rik	B230216N24Rik
1810006J02Rik	1810006J02Rik
Rnf152	Rnf152
Pign	Pign
2310035C23Rik	2310035C23Rik
Tnfrsf11a	Tnfrsf11a
Zcchc2	Zcchc2
Phlpp1	Phlpp1
Bcl2	Bcl2
Kdsr	Kdsr
Vps4b	Vps4b
Serpinb8	Serpinb8
Cdh19	Cdh19
Dsel	Dsel
Tsn	Tsn
Mki67ip	Mki67ip
Clasp1	Clasp1
2900060B14Rik	2900060B14Rik
Gli2	Gli2
Inhbb	Inhbb
Ralb	Ralb
Tmem185b	Tmem185b
Epb4.1l5	Epb4.1l5
Ptpn4	Ptpn4
Tmem177	Tmem177
Tmem37	Tmem37
Dbi	Dbi
3110009E18Rik	3110009E18Rik
Steap3	Steap3
Insig2	Insig2
Ccdc93	Ccdc93
Ddx18	Ddx18
Actr3	Actr3
Slc35f5	Slc35f5
Gpr39	Gpr39
Lypd1	Lypd1
Mgat5	Mgat5
Tmem163	Tmem163
Ccnt2	Ccnt2
Rab3gap1	Rab3gap1
Zranb3	Zranb3
R3hdm1	R3hdm1
Ubxn4	Ubxn4
Mcm6	Mcm6
Dars	Dars
Cxcr4	Cxcr4
Thsd7b	Thsd7b
Cd55	Cd55
Pfkfb2	Pfkfb2
Yod1	Yod1
AA986860	AA986860
Faim3	Faim3
Il10	Il10
Mapkapk2	Mapkapk2
Eif2d	Eif2d
Rassf5	Rassf5
Ikbke	Ikbke
Srgap2	Srgap2
Fam72a	Fam72a
5430435G22Rik	5430435G22Rik
Slc41a1	Slc41a1
Rab7l1	Rab7l1
Nucks1	Nucks1
Slc45a3	Slc45a3
Elk4	Elk4
Mfsd4	Mfsd4
Cdk18	Cdk18
Klhdc8a	Klhdc8a
Nuak2	Nuak2
Tmcc2	Tmcc2
Dstyk	Dstyk
Rbbp5	Rbbp5
Tmem81	Tmem81
Lrrn2	Lrrn2
Mdm4	Mdm4
Pik3c2b	Pik3c2b
Ppp1r15b	Ppp1r15b
Plekha6	Plekha6
Etnk2	Etnk2
Sox13	Sox13
Snrpe	Snrpe
Zc3h11a	Zc3h11a
Zbed6	Zbed6
Lax1	Lax1
Atp2b4	Atp2b4
Prelp	Prelp
Fmod	Fmod
Btg2	Btg2
Adora1	Adora1
Ppfia4	Ppfia4
Tmem183a	Tmem183a
Cyb5r1	Cyb5r1
Adipor1	Adipor1
Klhl12	Klhl12
Rabif	Rabif
Kdm5b	Kdm5b
Ppp1r12b	Ppp1r12b
Ube2t	Ube2t
Lgr6	Lgr6
Ptpn7	Ptpn7
Arl8a	Arl8a
Gpr37l1	Gpr37l1
Rnpep	Rnpep
Timm17a	Timm17a
Lmod1	Lmod1
Shisa4	Shisa4
Ipo9	Ipo9
Nav1	Nav1
Csrp1	Csrp1
Phlda3	Phlda3
Tnni1	Tnni1
Lad1	Lad1
Tnnt2	Tnnt2
Tmem9	Tmem9
Kif21b	Kif21b
Camsap2	Camsap2
9230116N13Rik	9230116N13Rik
Ddx59	Ddx59
Zfp281	Zfp281
Gm19705	Gm19705
Nr5a2	Nr5a2
Ptprc	Ptprc
Nek7	Nek7
2310009B15Rik	2310009B15Rik
Dennd1b	Dennd1b
Zbtb41	Zbtb41
Cfhr1	Cfhr1
Gm4788	Gm4788
Cfhr2	Cfhr2
Cfh	Cfh
Kcnt2	Kcnt2
Cdc73	Cdc73
Glrx2	Glrx2
Trove2	Trove2
Uchl5	Uchl5
Rgs2	Rgs2
Rgs1	Rgs1
Rgs18	Rgs18
Pla2g4a	Pla2g4a
7530420F21Rik	7530420F21Rik
Ptgs2	Ptgs2
BC003331	BC003331
Tpr	Tpr
Prg4	Prg4
Hmcn1	Hmcn1
Ivns1abp	Ivns1abp
1200016B10Rik	1200016B10Rik
1190005F20Rik	1190005F20Rik
Rnf2	Rnf2
Fam129a	Fam129a
Edem3	Edem3
1700025G04Rik	1700025G04Rik
Tsen15	Tsen15
Glt25d2	Glt25d2
Rgl1	Rgl1
Arpc5	Arpc5
Ncf2	Ncf2
Smg7	Smg7
Nmnat2	Nmnat2
Lamc2	Lamc2
Lamc1	Lamc1
E330020D12Rik	E330020D12Rik
Dhx9	Dhx9
Npl	Npl
Rgs16	Rgs16
Rnasel	Rnasel
Glul	Glul
Cacna1e	Cacna1e
Ier5	Ier5
Mr1	Mr1
Stx6	Stx6
Xpr1	Xpr1
Acbd6	Acbd6
Qsox1	Qsox1
Cep350	Cep350
Tor1aip1	Tor1aip1
Tor1aip2	Tor1aip2
Soat1	Soat1
Abl2	Abl2
Tor3a	Tor3a
Fam20b	Fam20b
Ralgps2	Ralgps2
Angptl1	Angptl1
Rasal2	Rasal2
2810025M15Rik	2810025M15Rik
BC026585	BC026585
Sec16b	Sec16b
Fam5b	Fam5b
Astn1	Astn1
Rfwd2	Rfwd2
4930523C07Rik	4930523C07Rik
Mrps14	Mrps14
Cacybp	Cacybp
Rabgap1l	Rabgap1l
Rc3h1	Rc3h1
Zbtb37	Zbtb37
Gas5	Gas5
Dars2	Dars2
Cenpl	Cenpl
Klhl20	Klhl20
Prdx6	Prdx6
Fasl	Fasl
AI848100	AI848100
Pigc	Pigc
Dnm3	Dnm3
Dnm3os	Dnm3os
Mettl13	Mettl13
Vamp4	Vamp4
Myoc	Myoc
Prrc2c	Prrc2c
Fmo1	Fmo1
Fmo2	Fmo2
Prrx1	Prrx1
Gorab	Gorab
Kifap3	Kifap3
Scyl3	Scyl3
BC055324	BC055324
2810422O20Rik	2810422O20Rik
Sele	Sele
Sell	Sell
Slc19a2	Slc19a2
4930455F23Rik	4930455F23Rik
Blzf1	Blzf1
Nme7	Nme7
Atp1b1	Atp1b1
Dpt	Dpt
Xcl1	Xcl1
Sft2d2	Sft2d2
Tiprl	Tiprl
Dcaf6	Dcaf6
Brp44	Brp44
Mpzl1	Mpzl1
Rcsd1	Rcsd1
Creg1	Creg1
Cd247	Cd247
Pou2f1	Pou2f1
Dusp27	Dusp27
Ildr2	Ildr2
Tada1	Tada1
Pogk	Pogk
Gm16701	Gm16701
Fam78b	Fam78b
Uck2	Uck2
Tmco1	Tmco1
Aldh9a1	Aldh9a1
Mgst3	Mgst3
Rxrg	Rxrg
Pbx1	Pbx1
Nuf2	Nuf2
Rgs5	Rgs5
Rgs4	Rgs4
Hsd17b7	Hsd17b7
3110045C21Rik	3110045C21Rik
Ddr2	Ddr2
Uap1	Uap1
Uhmk1	Uhmk1
Sh2d1b1	Sh2d1b1
Gm7694	Gm7694
Nos1ap	Nos1ap
Olfml2b	Olfml2b
Atf6	Atf6
Dusp12	Dusp12
Fcrla	Fcrla
Fcgr2b	Fcgr2b
Fcgr4	Fcgr4
Fcgr3	Fcgr3
1700009P17Rik	1700009P17Rik
Sdhc	Sdhc
Pcp4l1	Pcp4l1
Tomm40l	Tomm40l
Apoa2	Apoa2
Fcer1g	Fcer1g
Ndufs2	Ndufs2
Adamts4	Adamts4
B4galt3	B4galt3
Ppox	Ppox
Usp21	Usp21
Ufc1	Ufc1
Dedd	Dedd
Nit1	Nit1
Pfdn2	Pfdn2
Pvrl4	Pvrl4
Arhgap30	Arhgap30
Usf1	Usf1
Tstd1	Tstd1
F11r	F11r
Alyref2	Alyref2
Cd244	Cd244
Ly9	Ly9
Slamf7	Slamf7
Cd48	Cd48
Cd84	Cd84
Vangl2	Vangl2
Ncstn	Ncstn
Copa	Copa
Pex19	Pex19
Dcaf8	Dcaf8
Pea15a	Pea15a
Casq1	Casq1
Atp1a2	Atp1a2
Igsf8	Igsf8
Kcnj10	Kcnj10
Pigm	Pigm
Slamf9	Slamf9
Igsf9	Igsf9
Tagln2	Tagln2
Ccdc19	Ccdc19
Slamf8	Slamf8
Dusp23	Dusp23
Darc	Darc
Cadm3	Cadm3
Aim2	Aim2
BC094916	BC094916
Pydc4	Pydc4
Pyhin1	Pyhin1
Pydc3	Pydc3
AI607873	AI607873
Ifi204	Ifi204
Mndal	Mndal
Mnda	Mnda
Ifi203	Ifi203
Ifi205	Ifi205
Spna1	Spna1
Rgs7	Rgs7
Fh1	Fh1
Kmo	Kmo
Opn3	Opn3
Chml	Chml
Wdr64	Wdr64
Cep170	Cep170
Sdccag8	Sdccag8
Hmga2-ps1	Hmga2-ps1
Akt3	Akt3
Zfp238	Zfp238
Adss	Adss
Pppde1	Pppde1
Fam36a	Fam36a
Hnrnpu	Hnrnpu
Efcab2	Efcab2
Smyd3	Smyd3
Tfb2m	Tfb2m
Cnst	Cnst
Sccpdh	Sccpdh
Ahctf1	Ahctf1
Cdc42bpa	Cdc42bpa
Adck3	Adck3
Psen2	Psen2
Gm5069	Gm5069
Itpkb	Itpkb
6330403A02Rik	6330403A02Rik
Parp1	Parp1
Lin9	Lin9
Acbd3	Acbd3
H3f3a	H3f3a
BC031781	BC031781
Pycr2	Pycr2
Lefty1	Lefty1
Tmem63a	Tmem63a
Ephx1	Ephx1
Nvl	Nvl
Cnih4	Cnih4
Wdr26	Wdr26
Lbr	Lbr
Enah	Enah
Srp9	Srp9
Degs1	Degs1
1700047M11Rik	1700047M11Rik
Fbxo28	Fbxo28
Trp53bp2	Trp53bp2
Capn2	Capn2
Disp1	Disp1
Brox	Brox
Aida	Aida
Mia3	Mia3
Taf1a	Taf1a
1700056E22Rik	1700056E22Rik
Dusp10	Dusp10
Hlx	Hlx
Mosc2	Mosc2
C130074G19Rik	C130074G19Rik
Mark1	Mark1
Rab3gap2	Rab3gap2
Iars2	Iars2
Bpnt1	Bpnt1
Eprs	Eprs
Lyplal1	Lyplal1
Tgfb2	Tgfb2
Rrp15	Rrp15
Gpatch2	Gpatch2
Esrrg	Esrrg
Kctd3	Kctd3
Kcnk2	Kcnk2
Cenpf	Cenpf
Ptpn14	Ptpn14
Smyd2	Smyd2
Prox1	Prox1
Rps6kc1	Rps6kc1
Angel2	Angel2
Mfsd7b	Mfsd7b
Tatdn3	Tatdn3
Nsl1	Nsl1
Batf3	Batf3
Fam71a	Fam71a
Atf3	Atf3
Nenf	Nenf
Tmem206	Tmem206
Ppp2r5a	Ppp2r5a
Ints7	Ints7
Lpgat1	Lpgat1
Slc30a1	Slc30a1
Rd3	Rd3
Traf5	Traf5
Rcor3	Rcor3
Gm10516	Gm10516
Hhat	Hhat
Sertad4	Sertad4
Diexf	Diexf
Irf6	Irf6
A130010J15Rik	A130010J15Rik
Traf3ip3	Traf3ip3
Hsd11b1	Hsd11b1
G0s2	G0s2
Lamb3	Lamb3
Plxna2	Plxna2
Cd34	Cd34
A330023F24Rik	A330023F24Rik
Cd46	Cd46
Cr1l	Cr1l
Cr2	Cr2
Ppp1r14c	Ppp1r14c
Plekhg1	Plekhg1
Mthfd1l	Mthfd1l
Akap12	Akap12
Zbtb2	Zbtb2
Gm5512	Gm5512
1700052N19Rik	1700052N19Rik
Gm221	Gm221
Esr1	Esr1
Syne1	Syne1
Myct1	Myct1
Fbxo5	Fbxo5
Mtrf1l	Mtrf1l
Rgs17	Rgs17
Ipcef1	Ipcef1
Cnksr3	Cnksr3
Ulbp1	Ulbp1
Lrp11	Lrp11
Pcmt1	Pcmt1
A630066F11Rik	A630066F11Rik
Nup43	Nup43
BC020402	BC020402
Lats1	Lats1
Katna1	Katna1
BC013529	BC013529
Ppil4	Ppil4
Zc3h12d	Zc3h12d
Tab2	Tab2
Ust	Ust
Sash1	Sash1
Samd5	Samd5
Stxbp5	Stxbp5
9130014G24Rik	9130014G24Rik
Rab32	Rab32
Grm1	Grm1
Shprh	Shprh
Fbxo30	Fbxo30
Utrn	Utrn
B230208H11Rik	B230208H11Rik
Stx11	Stx11
Sf3b5	Sf3b5
Plagl1	Plagl1
Ltv1	Ltv1
Phactr2	Phactr2
Fuca2	Fuca2
Pex3	Pex3
Adat2	Adat2
Aig1	Aig1
Hivep2	Hivep2
Gpr126	Gpr126
Vta1	Vta1
Cited2	Cited2
Txlnb	Txlnb
Heca	Heca
3110003A17Rik	3110003A17Rik
Reps1	Reps1
Ccdc28a	Ccdc28a
Nhsl1	Nhsl1
Hebp2	Hebp2
D10Bwg1379e	D10Bwg1379e
Perp	Perp
Tnfaip3	Tnfaip3
Ifngr1	Ifngr1
Pex7	Pex7
Map3k5	Map3k5
Mtap7	Mtap7
Gm6251	Gm6251
Bclaf1	Bclaf1
Pde7b	Pde7b
Ahi1	Ahi1
Hbs1l	Hbs1l
Sgk1	Sgk1
E030030I06Rik	E030030I06Rik
Gm10825	Gm10825
Tbpl1	Tbpl1
Tcf21	Tcf21
Eya4	Eya4
Rps12	Rps12
Snora33	Snora33
1110021L09Rik	1110021L09Rik
Vnn1	Vnn1
Stx7	Stx7
Moxd1	Moxd1
Ctgf	Ctgf
Enpp1	Enpp1
Enpp3	Enpp3
Med23	Med23
Akap7	Akap7
Epb4.1l2	Epb4.1l2
L3mbtl3	L3mbtl3
Arhgap18	Arhgap18
Lama2	Lama2
Ptprk	Ptprk
Themis	Themis
Echdc1	Echdc1
Rnf146	Rnf146
Rspo3	Rspo3
Cenpw	Cenpw
Trmt11	Trmt11
Gm20300	Gm20300
Hint3	Hint3
Ncoa7	Ncoa7
Hey2	Hey2
Hddc2	Hddc2
Tpd52l1	Tpd52l1
Gm3258	Gm3258
Rnf217	Rnf217
Nkain2	Nkain2
Trdn	Trdn
D830005E20Rik	D830005E20Rik
Zufsp	Zufsp
A830082N09Rik	A830082N09Rik
Rwdd1	Rwdd1
Fam26e	Fam26e
Fam26f	Fam26f
Dse	Dse
Tspyl1	Tspyl1
Tspyl4	Tspyl4
Nt5dc1	Nt5dc1
Frk	Frk
Hdac2	Hdac2
Marcks	Marcks
Lama4	Lama4
1700025K23Rik	1700025K23Rik
Tube1	Tube1
Fyn	Fyn
Traf3ip2	Traf3ip2
E130307A14Rik	E130307A14Rik
Rev3l	Rev3l
Slc16a10	Slc16a10
Rpf2	Rpf2
Gtf3c6	Gtf3c6
Amd1	Amd1
Cdk19	Cdk19
Ddo	Ddo
9030224M15Rik	9030224M15Rik
Cdc40	Cdc40
Wasf1	Wasf1
Fig4	Fig4
Zbtb24	Zbtb24
Mical1	Mical1
Smpd2	Smpd2
Cd164	Cd164
Cep57l1	Cep57l1
Sesn1	Sesn1
Armc2	Armc2
Foxo3	Foxo3
Lace1	Lace1
Snx3	Snx3
Ostm1	Ostm1
Sec63	Sec63
Scml4	Scml4
Sobp	Sobp
9030612E09Rik	9030612E09Rik
Pdss2	Pdss2
Bend3	Bend3
1700021F05Rik	1700021F05Rik
Cd24a	Cd24a
Qrsl1	Qrsl1
Rtn4ip1	Rtn4ip1
Aim1	Aim1
Atg5	Atg5
Prdm1	Prdm1
Prep	Prep
Popdc3	Popdc3
Bves	Bves
Hace1	Hace1
C130030K03Rik	C130030K03Rik
Grik2	Grik2
Ascc3	Ascc3
Gp49a	Gp49a
Lilrb4	Lilrb4
Dcbld1	Dcbld1
Gopc	Gopc
Nepn	Nepn
Nus1	Nus1
Zfa	Zfa
Gm9766	Gm9766
Pln	Pln
Mcm9	Mcm9
Asf1a	Asf1a
Fam184a	Fam184a
Man1a	Man1a
D630037F22Rik	D630037F22Rik
Msl3l2	Msl3l2
Gja1	Gja1
Hsf2	Hsf2
Serinc1	Serinc1
Pkib	Pkib
Fabp7	Fabp7
Smpdl3a	Smpdl3a
Gcc2	Gcc2
Lims1	Lims1
Ranbp2	Ranbp2
Ccdc138	Ccdc138
Sh3rf3	Sh3rf3
Sept10	Sept10
Sowahc	Sowahc
P4ha1	P4ha1
Ccdc109a	Ccdc109a
Micu1	Micu1
Dnajb12	Dnajb12
Ddit4	Ddit4
Anapc16	Anapc16
Ascc1	Ascc1
Spock2	Spock2
Chst3	Chst3
Psap	Psap
Cdh23	Cdh23
4632428N05Rik	4632428N05Rik
Gm17455	Gm17455
Slc29a3	Slc29a3
Unc5b	Unc5b
Pcbd1	Pcbd1
Sgpl1	Sgpl1
X99384	X99384
Eif4ebp2	Eif4ebp2
Lrrc20	Lrrc20
Ppa1	Ppa1
Sar1a	Sar1a
Tysnd1	Tysnd1
Aifm2	Aifm2
H2afy2	H2afy2
Col13a1	Col13a1
2010107G23Rik	2010107G23Rik
Tspan15	Tspan15
Hk1	Hk1
2210417K05Rik	2210417K05Rik
Supv3l1	Supv3l1
Vps26a	Vps26a
Srgn	Srgn
2510003E04Rik	2510003E04Rik
Ddx21	Ddx21
Ddx50	Ddx50
Stox1	Stox1
Ccar1	Ccar1
Tet1	Tet1
Slc25a16	Slc25a16
Dna2	Dna2
Rufy2	Rufy2
Hnrnph3	Hnrnph3
Pbld2	Pbld2
Pbld1	Pbld1
Mypn	Mypn
Herc4	Herc4
Sirt1	Sirt1
Dnajc12	Dnajc12
Ctnna3	Ctnna3
Reep3	Reep3
Jmjd1c	Jmjd1c
Nrbf2	Nrbf2
Egr2	Egr2
Ado	Ado
Zfp365	Zfp365
Arid5b	Arid5b
1700040L02Rik	1700040L02Rik
Rhobtb1	Rhobtb1
Cdk1	Cdk1
Ank3	Ank3
Ccdc6	Ccdc6
Slc16a9	Slc16a9
Fam13c	Fam13c
Bicc1	Bicc1
Tfam	Tfam
Ube2d1	Ube2d1
Cisd1	Cisd1
Ipmk	Ipmk
Zwint	Zwint
Gnaz	Gnaz
Rab36	Rab36
Bcr	Bcr
Specc1l	Specc1l
Adora2a	Adora2a
1110038D17Rik	1110038D17Rik
Snrpd3	Snrpd3
Ggt5	Ggt5
Susd2	Susd2
Cabin1	Cabin1
Ddt	Ddt
Gstt3	Gstt3
Gstt1	Gstt1
Gstt2	Gstt2
Mif	Mif
Smarcb1	Smarcb1
Mmp11	Mmp11
Chchd10	Chchd10
Vpreb3	Vpreb3
Zfp280b	Zfp280b
Prmt2	Prmt2
S100b	S100b
Dip2a	Dip2a
Pcnt	Pcnt
Ybey	Ybey
Mcm3ap	Mcm3ap
Lss	Lss
Col6a2	Col6a2
Col6a1	Col6a1
Pcbp3	Pcbp3
Slc19a1	Slc19a1
Col18a1	Col18a1
Gm10941	Gm10941
Pofut2	Pofut2
Adarb1	Adarb1
Gm17769	Gm17769
1810008A18Rik	1810008A18Rik
Itgb2	Itgb2
Pttg1ip	Pttg1ip
Sumo3	Sumo3
Ube2g2	Ube2g2
Lrrc3	Lrrc3
1810043G02Rik	1810043G02Rik
Pfkl	Pfkl
Dnmt3l	Dnmt3l
Icosl	Icosl
D10Jhu81e	D10Jhu81e
Pwp2	Pwp2
Trappc10	Trappc10
Agpat3	Agpat3
Rrp1	Rrp1
Cstb	Cstb
Pdxk	Pdxk
Ilvbl	Ilvbl
Syde1	Syde1
