Slc35d2	Slc35d2
Zfp367	Zfp367
Habp4	Habp4
Cdc14b	Cdc14b
1810034E14Rik	1810034E14Rik
1110018J18Rik	1110018J18Rik
Ctsl	Ctsl
Cdk20	Cdk20
Hiatl1	Hiatl1
Zfp369	Zfp369
Uqcrb	Uqcrb
Gm10767	Gm10767
Mterfd1	Mterfd1
Ptdss1	Ptdss1
Zfp712	Zfp712
Zfp708	Zfp708
Zfp759	Zfp759
Rsl1	Rsl1
Zfp455	Zfp455
Zfp458	Zfp458
Zfp595	Zfp595
Zfp953	Zfp953
Zfp456	Zfp456
Zfp429	Zfp429
Zfp459	Zfp459
Zfp874a	Zfp874a
Zfp874b	Zfp874b
Zfp58	Zfp58
Zfp87	Zfp87
Zfp748	Zfp748
AA987161	AA987161
A530054K11Rik	A530054K11Rik
Zfp738	Zfp738
Zfp71-rs1	Zfp71-rs1
4930441O14Rik	4930441O14Rik
Zfp85-rs1	Zfp85-rs1
Zfp493	Zfp493
Zfp273	Zfp273
BC048507	BC048507
A130040M12Rik	A130040M12Rik
Mtrr	Mtrr
Fastkd3	Fastkd3
Papd7	Papd7
Srd5a1	Srd5a1
Nsun2	Nsun2
Ube2ql1	Ube2ql1
Med10	Med10
BC018507	BC018507
Gm20554	Gm20554
Ndufs6	Ndufs6
Mrpl36	Mrpl36
Lpcat1	Lpcat1
Clptm1l	Clptm1l
Slc12a7	Slc12a7
Nkd2	Nkd2
Brd9	Brd9
Tppp	Tppp
Cep72	Cep72
Exoc3	Exoc3
Ahrr	Ahrr
Pdcd6	Pdcd6
Sdha	Sdha
Ccdc127	Ccdc127
Lrrc14b	Lrrc14b
Zfp72	Zfp72
Zfp825	Zfp825
Erap1	Erap1
Cast	Cast
Pcsk1	Pcsk1
Mir682	Mir682
Ell2	Ell2
Glrx	Glrx
Rhobtb3	Rhobtb3
Rfesd	Rfesd
Arsk	Arsk
Ttc37	Ttc37
Mctp1	Mctp1
Ankrd32	Ankrd32
2210408I21Rik	2210408I21Rik
Fam172a	Fam172a
Pou5f2	Pou5f2
Nr2f1	Nr2f1
A830082K12Rik	A830082K12Rik
Arrdc3	Arrdc3
Gpr98	Gpr98
Lysmd3	Lysmd3
Polr3g	Polr3g
Mblac2	Mblac2
Cetn3	Cetn3
Mef2c	Mef2c
Tmem161b	Tmem161b
Ccnh	Ccnh
Rasa1	Rasa1
Cox7c	Cox7c
Edil3	Edil3
Vcan	Vcan
Xrcc4	Xrcc4
Tmem167	Tmem167
Rps23	Rps23
Atg10	Atg10
Ssbp2	Ssbp2
4833422C13Rik	4833422C13Rik
Zcchc9	Zcchc9
Ckmt2	Ckmt2
Rasgrf2	Rasgrf2
Msh3	Msh3
Dhfr	Dhfr
Fam151b	Fam151b
Zfyve16	Zfyve16
Serinc5	Serinc5
Mtx3	Mtx3
Cmya5	Cmya5
Papd4	Papd4
Homer1	Homer1
Jmy	Jmy
Arsb	Arsb
Lhfpl2	Lhfpl2
Scamp1	Scamp1
Gm9776	Gm9776
Ap3b1	Ap3b1
Tbca	Tbca
Wdr41	Wdr41
Pde8b	Pde8b
Zbed3	Zbed3
Aggf1	Aggf1
F2rl1	F2rl1
F2r	F2r
Iqgap2	Iqgap2
Sv2c	Sv2c
Poc5	Poc5
Polk	Polk
Col4a3bp	Col4a3bp
Hmgcr	Hmgcr
Nsa2	Nsa2
Gfm2	Gfm2
Hexb	Hexb
Enc1	Enc1
Gm5086	Gm5086
Rgnef	Rgnef
Utp15	Utp15
Ankra2	Ankra2
Btf3	Btf3
Tmem171	Tmem171
Fcho2	Fcho2
Tnpo1	Tnpo1
Zfp366	Zfp366
Ptcd2	Ptcd2
Mrps27	Mrps27
6430562O15Rik	6430562O15Rik
Mtap1b	Mtap1b
Mccc2	Mccc2
Bdp1	Bdp1
Serf1	Serf1
Smn1	Smn1
Naip2	Naip2
Naip5	Naip5
Naip6	Naip6
Gtf2h2	Gtf2h2
Ocln	Ocln
Marveld2	Marveld2
Rad17	Rad17
Taf9	Taf9
Ccdc125	Ccdc125
Cdk7	Cdk7
Mrps36	Mrps36
Cenph	Cenph
Ccnb1	Ccnb1
Slc30a5	Slc30a5
Pik3r1	Pik3r1
Cd180	Cd180
Mast4	Mast4
Srek1	Srek1
Erbb2ip	Erbb2ip
Nln	Nln
Sgtb	Sgtb
2410002O22Rik	2410002O22Rik
Trim23	Trim23
Ppwd1	Ppwd1
Cenpk	Cenpk
Adamts6	Adamts6
Cwc27	Cwc27
Srek1ip1	Srek1ip1
Rgs7bp	Rgs7bp
Ipo11	Ipo11
Dimt1	Dimt1
Kif2a	Kif2a
Zswim6	Zswim6
2810008M24Rik	2810008M24Rik
Ndufaf2	Ndufaf2
Ercc8	Ercc8
Elovl7	Elovl7
Pde4d	Pde4d
Plk2	Plk2
Gpbp1	Gpbp1
Mier3	Mier3
Map3k1	Map3k1
Ankrd55	Ankrd55
Il6st	Il6st
Slc38a9	Slc38a9
Ppap2a	Ppap2a
Skiv2l2	Skiv2l2
Dhx29	Dhx29
Gpx8	Gpx8
Esm1	Esm1
Snx18	Snx18
Hspb3	Hspb3
Arl15	Arl15
Ndufs4	Ndufs4
Fst	Fst
Mocs2	Mocs2
Itga2	Itga2
Itga1	Itga1
Pelo	Pelo
Parp8	Parp8
Gm6416	Gm6416
Emb	Emb
Hcn1	Hcn1
Mrps30	Mrps30
Fgf10	Fgf10
Nnt	Nnt
Paip1	Paip1
4833420G17Rik	4833420G17Rik
3110070M22Rik	3110070M22Rik
Gm7120	Gm7120
Hmgcs1	Hmgcs1
E130304F04Rik	E130304F04Rik
Zfp131	Zfp131
BC147527	BC147527
Gm2897	Gm2897
D830030K20Rik	D830030K20Rik
Gm3002	Gm3002
Gm5796	Gm5796
Gm10406	Gm10406
Flnb	Flnb
Dnase1l3	Dnase1l3
Abhd6	Abhd6
Rpp14	Rpp14
Pxk	Pxk
Pdhb	Pdhb
Kctd6	Kctd6
Fam107a	Fam107a
Fhit	Fhit
Gm3833	Gm3833
Ptprg	Ptprg
3830406C13Rik	3830406C13Rik
Thoc7	Thoc7
Atxn7	Atxn7
Psmd6	Psmd6
Il3ra	Il3ra
Slc4a7	Slc4a7
Lrrc3b	Lrrc3b
Oxsm	Oxsm
Ngly1	Ngly1
Top2b	Top2b
Rarb	Rarb
Thrb	Thrb
Nr1d2	Nr1d2
Rpl15	Rpl15
Nkiras1	Nkiras1
Ube2e1	Ube2e1
Ube2e2	Ube2e2
Nid2	Nid2
2700060E02Rik	2700060E02Rik
Gng2	Gng2
1810063B07Rik	1810063B07Rik
Kcnk5	Kcnk5
Nudt13	Nudt13
Ecd	Ecd
Fam149b	Fam149b
Dnajc9	Dnajc9
Mrps16	Mrps16
Anxa7	Anxa7
Zmynd17	Zmynd17
Ppp3cb	Ppp3cb
1810062O18Rik	1810062O18Rik
Usp54	Usp54
Myoz1	Myoz1
Synpo2l	Synpo2l
Sec24c	Sec24c
Fut11	Fut11
6230400D17Rik	6230400D17Rik
Chchd1	Chchd1
2310021P13Rik	2310021P13Rik
Ndst2	Ndst2
Camk2g	Camk2g
Plau	Plau
Vcl	Vcl
Ap3m1	Ap3m1
Adk	Adk
Myst4	Myst4
Samd8	Samd8
Vdac2	Vdac2
Comtd1	Comtd1
Zfp503	Zfp503
1700112E06Rik	1700112E06Rik
Kcnma1	Kcnma1
Dlg5	Dlg5
Polr3a	Polr3a
Rps24	Rps24
Zmiz1	Zmiz1
4931406H21Rik	4931406H21Rik
Ppif	Ppif
Zcchc24	Zcchc24
Anxa11	Anxa11
Plac9	Plac9
D14Ertd449e	D14Ertd449e
Slmap	Slmap
Fam116a	Fam116a
Arf4	Arf4
Pde12	Pde12
Asb14	Asb14
Appl1	Appl1
Il17rd	Il17rd
Arhgef3	Arhgef3
D14Abb1e	D14Abb1e
Ccdc66	Ccdc66
Wnt5a	Wnt5a
Lrtm1	Lrtm1
Selk	Selk
Actr8	Actr8
Cacna1d	Cacna1d
Dcp1a	Dcp1a
Tkt	Tkt
Prkcd	Prkcd
Rft1	Rft1
Sfmbt1	Sfmbt1
Tmem110	Tmem110
Mustn1	Mustn1
Itih4	Itih4
Itih3	Itih3
Nek4	Nek4
Spcs1	Spcs1
Glt8d1	Glt8d1
Gnl3	Gnl3
Pbrm1	Pbrm1
2010107H07Rik	2010107H07Rik
Nt5dc2	Nt5dc2
Stab1	Stab1
Nisch	Nisch
Tnnc1	Tnnc1
Sema3g	Sema3g
Phf7	Phf7
Bap1	Bap1
Dnahc1	Dnahc1
Capn7	Capn7
Sh3bp5	Sh3bp5
Mettl6	Mettl6
Eaf1	Eaf1
Hacl1	Hacl1
Btd	Btd
Ankrd28	Ankrd28
Galntl2	Galntl2
Dph3	Dph3
Oxnad1	Oxnad1
Ncoa4	Ncoa4
Timm23	Timm23
Parg	Parg
Ercc6	Ercc6
3425401B19Rik	3425401B19Rik
1810011H11Rik	1810011H11Rik
E130203B14Rik	E130203B14Rik
Wdfy4	Wdfy4
Arhgap22	Arhgap22
Mapk8	Mapk8
Gdf10	Gdf10
Anxa8	Anxa8
Syt15	Syt15
Fam35a	Fam35a
Glud1	Glud1
Gm3219	Gm3219
Sncg	Sncg
Mmrn2	Mmrn2
Bmpr1a	Bmpr1a
Ldb3	Ldb3
Opn4	Opn4
Wapal	Wapal
Gcap14	Gcap14
2610528A11Rik	2610528A11Rik
Ghitm	Ghitm
Tspan14	Tspan14
5730469M10Rik	5730469M10Rik
Ptger2	Ptger2
Txndc16	Txndc16
Ero1l	Ero1l
Psmc6	Psmc6
Styx	Styx
Gnpnat1	Gnpnat1
Fermt2	Fermt2
Ddhd1	Ddhd1
Bmp4	Bmp4
Cnih	Cnih
Gmfb	Gmfb
Cgrrf1	Cgrrf1
Samd4	Samd4
Gch1	Gch1
Wdhd1	Wdhd1
Socs4	Socs4
Mapk1ip1l	Mapk1ip1l
Lgals3	Lgals3
Fbxo34	Fbxo34
Atg14	Atg14
Ktn1	Ktn1
Peli2	Peli2
6720456H20Rik	6720456H20Rik
Exoc5	Exoc5
Mudeng	Mudeng
Naa30	Naa30
3632451O06Rik	3632451O06Rik
Tlr11	Tlr11
Ttc5	Ttc5
Rpph1	Rpph1
Parp2	Parp2
Tep1	Tep1
Osgep	Osgep
Apex1	Apex1
Tmem55b	Tmem55b
Pnp	Pnp
Pnp2	Pnp2
Rnase10	Rnase10
Rnase4	Rnase4
Ang	Ang
Rnase6	Rnase6
Mettl17	Mettl17
Ndrg2	Ndrg2
Arhgef40	Arhgef40
Zfp219	Zfp219
Hnrnpc	Hnrnpc
Rpgrip1	Rpgrip1
Supt16h	Supt16h
Chd8	Chd8
Rab2b	Rab2b
Tox4	Tox4
Mettl3	Mettl3
Sall2	Sall2
Dad1	Dad1
Abhd4	Abhd4
Oxa1l	Oxa1l
Slc7a7	Slc7a7
Mrpl52	Mrpl52
Mmp14	Mmp14
Lrp10	Lrp10
Prmt5	Prmt5
Haus4	Haus4
Jub	Jub
4931414P19Rik	4931414P19Rik
Psmb5	Psmb5
Acin1	Acin1
1700123O20Rik	1700123O20Rik
Slc7a8	Slc7a8
Homez	Homez
Ppp1r3e	Ppp1r3e
Bcl2l2	Bcl2l2
Pabpn1	Pabpn1
Slc22a17	Slc22a17
Efs	Efs
Myh6	Myh6
D830015G02Rik	D830015G02Rik
Myh7	Myh7
Ngdn	Ngdn
Zfhx2	Zfhx2
Thtpa	Thtpa
Ap1g2	Ap1g2
Dhrs4	Dhrs4
Lrrc16b	Lrrc16b
Pck2	Pck2
Dcaf11	Dcaf11
Fitm1	Fitm1
Psme1	Psme1
Fam158a	Fam158a
Psme2	Psme2
Rnf31	Rnf31
Irf9	Irf9
Ipo4	Ipo4
Tm9sf1	Tm9sf1
Mdp1	Mdp1
Nedd8	Nedd8
Gmpr2	Gmpr2
Tinf2	Tinf2
Rabggta	Rabggta
Dhrs1	Dhrs1
2610027L16Rik	2610027L16Rik
Cideb	Cideb
Ltb4r1	Ltb4r1
Adcy4	Adcy4
Ripk3	Ripk3
Nfatc4	Nfatc4
Nynrin	Nynrin
Khnyn	Khnyn
Sdr39u1	Sdr39u1
Gm5801	Gm5801
Gzmb	Gzmb
Rnf17	Rnf17
Cenpj	Cenpj
Parp4	Parp4
Mphosph8	Mphosph8
Gm16973	Gm16973
Pspc1	Pspc1
Zmym5	Zmym5
Zmym2	Zmym2
Gja3	Gja3
Cryl1	Cryl1
Ift88	Ift88
Il17d	Il17d
N6amt2	N6amt2
Xpo4	Xpo4
Lats2	Lats2
Sap18	Sap18
Mrp63	Mrp63
Zdhhc20	Zdhhc20
Efha1	Efha1
Fgf9	Fgf9
Rcbtb1	Rcbtb1
Gm6904	Gm6904
Phf11	Phf11
Gm4902	Gm4902
D14Ertd668e	D14Ertd668e
Gm6907	Gm6907
Setdb2	Setdb2
Cab39l	Cab39l
Cdadc1	Cdadc1
Shisa2	Shisa2
Atp8a2	Atp8a2
Nupl1	Nupl1
Mtmr6	Mtmr6
Spata13	Spata13
C1qtnf9	C1qtnf9
Mipep	Mipep
Tnfrsf19	Tnfrsf19
Sacs	Sacs
Sgcg	Sgcg
Arl11	Arl11
Ebpl	Ebpl
Kpna3	Kpna3
6330409N04Rik	6330409N04Rik
Trim13	Trim13
Dleu2	Dleu2
Dleu7	Dleu7
Rnaseh2b	Rnaseh2b
Fam124a	Fam124a
Ints6	Ints6
Wdfy2	Wdfy2
2700070H01Rik	2700070H01Rik
Ctsb	Ctsb
Fdft1	Fdft1
Gata4	Gata4
Blk	Blk
Fam167a	Fam167a
Mtmr9	Mtmr9
Pinx1	Pinx1
Sox7	Sox7
Msra	Msra
Kif13b	Kif13b
Hmbox1	Hmbox1
Ints9	Ints9
Extl3	Extl3
Fzd3	Fzd3
Zfp395	Zfp395
Elp3	Elp3
Scara5	Scara5
Ccdc25	Ccdc25
Scara3	Scara3
Clu	Clu
Ephx2	Ephx2
Ptk2b	Ptk2b
Trim35	Trim35
Stmn4	Stmn4
Dpysl2	Dpysl2
Bnip3l	Bnip3l
Ppp2r2a	Ppp2r2a
Ebf2	Ebf2
Kctd9	Kctd9
Gnrh1	Gnrh1
Dock5	Dock5
Adam28	Adam28
Stc1	Stc1
Slc25a37	Slc25a37
Entpd4	Entpd4
Loxl2	Loxl2
R3hcc1	R3hcc1
Chmp7	Chmp7
Tnfrsf10b	Tnfrsf10b
Rhobtb2	Rhobtb2
Bin3	Bin3
2610301G19Rik	2610301G19Rik
9930012K11Rik	9930012K11Rik
Pdlim2	Pdlim2
Sorbs3	Sorbs3
Ppp3cc	Ppp3cc
Slc39a14	Slc39a14
Piwil2	Piwil2
Polr3d	Polr3d
Phyhip	Phyhip
Bmp1	Bmp1
Lgi3	Lgi3
Reep4	Reep4
Hr	Hr
Nudt18	Nudt18
Fam160b2	Fam160b2
Epb4.9	Epb4.9
Xpo7	Xpo7
Dok2	Dok2
Gfra2	Gfra2
Fndc3a	Fndc3a
Rcbtb2	Rcbtb2
Rb1	Rb1
Lpar6	Lpar6
Itm2b	Itm2b
Med4	Med4
Nudt15	Nudt15
Sucla2	Sucla2
Esd	Esd
Lrch1	Lrch1
5031414D18Rik	5031414D18Rik
Lcp1	Lcp1
Zc3h13	Zc3h13
Cog3	Cog3
Slc25a30	Slc25a30
Gm4285	Gm4285
Tpt1	Tpt1
Snora31	Snora31
Gtf2f2	Gtf2f2
1200011I18Rik	1200011I18Rik
Nufip1	Nufip1
Tsc22d1	Tsc22d1
Serp2	Serp2
9030625A04Rik	9030625A04Rik
Ccdc122	Ccdc122
Enox1	Enox1
Dnajc15	Dnajc15
Epsti1	Epsti1
Tnfsf11	Tnfsf11
Akap11	Akap11
Dgkh	Dgkh
1300010F03Rik	1300010F03Rik
1190002H23Rik	1190002H23Rik
Naa16	Naa16
Mtrf1	Mtrf1
Kbtbd7	Kbtbd7
Wbp4	Wbp4
Elf1	Elf1
Sugt1	Sugt1
Lect1	Lect1
Pcdh17	Pcdh17
Tdrd3	Tdrd3
Pcdh20	Pcdh20
Pcdh9	Pcdh9
Dach1	Dach1
Mzt1	Mzt1
Dis3	Dis3
Pibf1	Pibf1
Klf5	Klf5
Klf12	Klf12
Tbc1d4	Tbc1d4
Commd6	Commd6
Uchl3	Uchl3
Lmo7	Lmo7
Kctd12	Kctd12
Cln5	Cln5
Fbxl3	Fbxl3
Mycbp2	Mycbp2
Slain1	Slain1
Ednrb	Ednrb
Rnf219	Rnf219
Gm17066	Gm17066
Rbm26	Rbm26
Ndfip2	Ndfip2
Spry2	Spry2
Slitrk6	Slitrk6
Mir17hg	Mir17hg
Gpc6	Gpc6
Tgds	Tgds
Gpr180	Gpr180
Abcc4	Abcc4
Cldn10	Cldn10
Dzip1	Dzip1
Dnajc3	Dnajc3
Uggt2	Uggt2
Mbnl2	Mbnl2
Rap2a	Rap2a
Ipo5	Ipo5
Farp1	Farp1
Stk24	Stk24
Dock9	Dock9
Ubac2	Ubac2
Gpr18	Gpr18
Gpr183	Gpr183
A330035P11Rik	A330035P11Rik
Tm9sf2	Tm9sf2
Clybl	Clybl
Pcca	Pcca
A2ld1	A2ld1
Tmtc4	Tmtc4
Nalcn	Nalcn
Itgbl1	Itgbl1
Fgf14	Fgf14
1700024B18Rik	1700024B18Rik
Sepp1	Sepp1
Ghr	Ghr
Fbxo4	Fbxo4
AW549877	AW549877
Oxct1	Oxct1
Plcxd3	Plcxd3
C7	C7
Card6	Card6
Rpl37	Rpl37
Prkaa1	Prkaa1
Ttc33	Ttc33
Ptger4	Ptger4
Dab2	Dab2
Fyb	Fyb
Rictor	Rictor
Osmr	Osmr
Lifr	Lifr
Egflam	Egflam
Wdr70	Wdr70
Nup155	Nup155
2410089E03Rik	2410089E03Rik
Nipbl	Nipbl
Slc1a3	Slc1a3
1110020G09Rik	1110020G09Rik
Skp2	Skp2
Lmbrd2	Lmbrd2
Il7r	Il7r
Spef2	Spef2
Prlr	Prlr
Dnajc21	Dnajc21
Brix1	Brix1
Rad1	Rad1
Rai14	Rai14
4930556M19Rik	4930556M19Rik
Amacr	Amacr
Adamts12	Adamts12
Tars	Tars
Npr3	Npr3
Sub1	Sub1
Zfr	Zfr
Mtmr12	Mtmr12
Golph3	Golph3
Pdzd2	Pdzd2
6030458C11Rik	6030458C11Rik
Drosha	Drosha
Acot10	Acot10
Cdh12	Cdh12
Gm5803	Gm5803
Basp1	Basp1
Myo10	Myo10
Fam134b	Fam134b
Zfp622	Zfp622
Fbxl7	Fbxl7
Ank	Ank
Fam105b	Fam105b
Fam105a	Fam105a
Trio	Trio
Ctnnd2	Ctnnd2
Dap	Dap
Ankrd33b	Ankrd33b
Ropn1l	Ropn1l
March6	March6
Cmbl	Cmbl
Cct5	Cct5
Fam173b	Fam173b
0610007N19Rik	0610007N19Rik
Sema5a	Sema5a
Sdc2	Sdc2
Pgcp	Pgcp
Tspyl5	Tspyl5
Mtdh	Mtdh
Laptm4b	Laptm4b
Matn2	Matn2
Gm12191	Gm12191
Rpl30	Rpl30
Hrsp12	Hrsp12
Pop1	Pop1
Nipal2	Nipal2
Stk3	Stk3
Osr2	Osr2
Vps13b	Vps13b
Cox6c	Cox6c
Polr2k	Polr2k
Spag1	Spag1
Rnf19a	Rnf19a
Ankrd46	Ankrd46
Pabpc1	Pabpc1
Ywhaz	Ywhaz
Zfp706	Zfp706
Ncald	Ncald
Rrm2b	Rrm2b
Ubr5	Ubr5
Klf10	Klf10
Azin1	Azin1
Atp6v1c1	Atp6v1c1
Fzd6	Fzd6
Cthrc1	Cthrc1
Slc25a32	Slc25a32
Dcaf13	Dcaf13
Lrp12	Lrp12
Zfpm2	Zfpm2
Oxr1	Oxr1
Abra	Abra
Angpt1	Angpt1
Eif3e	Eif3e
Ttc35	Ttc35
Nudcd1	Nudcd1
Eny2	Eny2
Pkhd1l1	Pkhd1l1
Ebag9	Ebag9
Sybu	Sybu
Trps1	Trps1
Eif3h	Eif3h
Utp23	Utp23
Rad21	Rad21
Aard	Aard
Med30	Med30
Ext1	Ext1
Samd12	Samd12
Tnfrsf11b	Tnfrsf11b
Nov	Nov
Enpp2	Enpp2
Taf2	Taf2
Dscc1	Dscc1
Deptor	Deptor
Col14a1	Col14a1
Mrpl13	Mrpl13
Mtbp	Mtbp
Has2	Has2
Has2as	Has2as
Zhx2	Zhx2
Derl1	Derl1
Wdr67	Wdr67
Fam83a	Fam83a
9130401M01Rik	9130401M01Rik
Zhx1	Zhx1
Atad2	Atad2
Wdyhv1	Wdyhv1
Fbxo32	Fbxo32
D15Ertd621e	D15Ertd621e
Tmem65	Tmem65
Trmt12	Trmt12
Rnf139	Rnf139
Tatdn1	Tatdn1
Ndufb9	Ndufb9
Mtss1	Mtss1
Sqle	Sqle
E430025E21Rik	E430025E21Rik
Nsmce2	Nsmce2
Trib1	Trib1
Fam84b	Fam84b
9930014A18Rik	9930014A18Rik
Myc	Myc
Pvt1	Pvt1
Fam49b	Fam49b
Asap1	Asap1
Efr3a	Efr3a
Tmem71	Tmem71
Phf20l1	Phf20l1
Sla	Sla
Wisp1	Wisp1
Ndrg1	Ndrg1
St3gal1	St3gal1
Zfat	Zfat
Khdrbs3	Khdrbs3
Trappc9	Trappc9
Peg13	Peg13
Chrac1	Chrac1
Eif2c2	Eif2c2
Ptk2	Ptk2
Dennd3	Dennd3
Slc45a4	Slc45a4
Gpr20	Gpr20
Ptp4a3	Ptp4a3
Arc	Arc
Jrk	Jrk
4930572J05Rik	4930572J05Rik
Lypd2	Lypd2
Lynx1	Lynx1
Ly6d	Ly6d
Ly6k	Ly6k
Ly6e	Ly6e
Ly6a	Ly6a
Ly6c1	Ly6c1
Ly6c2	Ly6c2
Gpihbp1	Gpihbp1
Zfp41	Zfp41
Top1mt	Top1mt
Zc3h3	Zc3h3
Gsdmd	Gsdmd
Naprt1	Naprt1
Eef1d	Eef1d
Tigd5	Tigd5
Pycrl	Pycrl
Tsta3	Tsta3
Zfp623	Zfp623
Zfp707	Zfp707
2410075B13Rik	2410075B13Rik
Scrib	Scrib
Puf60	Puf60
Nrbp2	Nrbp2
Eppk1	Eppk1
Plec	Plec
Parp10	Parp10
Grina	Grina
Gm10345	Gm10345
Oplah	Oplah
Exosc4	Exosc4
Gpaa1	Gpaa1
Cyc1	Cyc1
Sharpin	Sharpin
Maf1	Maf1
Fam203a	Fam203a
Heatr7a	Heatr7a
Bop1	Bop1
Hsf1	Hsf1
Dgat1	Dgat1
Fbxl6	Fbxl6
Slc52a2	Slc52a2
Adck5	Adck5
Cpsf1	Cpsf1
Vps28	Vps28
Cyhr1	Cyhr1
Kifc2	Kifc2
Ppp1r16a	Ppp1r16a
Gpt	Gpt
Mfsd3	Mfsd3
Lrrc14	Lrrc14
C030006K11Rik	C030006K11Rik
Arhgap39	Arhgap39
Zfp251	Zfp251
Zfp7	Zfp7
Commd5	Commd5
Rpl8	Rpl8
Zfp647	Zfp647
1110038F14Rik	1110038F14Rik
Mb	Mb
Apol6	Apol6
Rbfox2	Rbfox2
Apol9a	Apol9a
Apol10b	Apol10b
Apol11b	Apol11b
Apol9b	Apol9b
Myh9	Myh9
Txn2	Txn2
Foxred2	Foxred2
Eif3d	Eif3d
Ift27	Ift27
Ncf4	Ncf4
Csf2rb2	Csf2rb2
Csf2rb	Csf2rb
Tst	Tst
Mpst	Mpst
Kctd17	Kctd17
Il2rb	Il2rb
C1qtnf6	C1qtnf6
Rac2	Rac2
Cyth4	Cyth4
Mfng	Mfng
Card10	Card10
Cdc42ep1	Cdc42ep1
Lgals2	Lgals2
Gga1	Gga1
Sh3bp1	Sh3bp1
Pdxp	Pdxp
Lgals1	Lgals1
Nol12	Nol12
Triobp	Triobp
H1f0	H1f0
Gcat	Gcat
Ankrd54	Ankrd54
Eif3l	Eif3l
Micall1	Micall1
1700088E04Rik	1700088E04Rik
Polr2f	Polr2f
Sox10	Sox10
Pick1	Pick1
Pla2g6	Pla2g6
Maff	Maff
Tmem184b	Tmem184b
Csnk1e	Csnk1e
Kcnj4	Kcnj4
Kdelr3	Kdelr3
Ddx17	Ddx17
4933432B09Rik	4933432B09Rik
Cby1	Cby1
Tomm22	Tomm22
Josd1	Josd1
Gtpbp1	Gtpbp1
Sun2	Sun2
Gm16576	Gm16576
Dnalc4	Dnalc4
Cbx6	Cbx6
D730005E14Rik	D730005E14Rik
Apobec3	Apobec3
Cbx7	Cbx7
Pdgfb	Pdgfb
Rpl3	Rpl3
Syngr1	Syngr1
Tab1	Tab1
Mgat3	Mgat3
Smcr7l	Smcr7l
Atf4	Atf4
Rps19bp1	Rps19bp1
Grap2	Grap2
Tnrc6b	Tnrc6b
Adsl	Adsl
Sgsm3	Sgsm3
Mkl1	Mkl1
Slc25a17	Slc25a17
St13	St13
Xpnpep3	Xpnpep3
Rbx1	Rbx1
Ep300	Ep300
L3mbtl2	L3mbtl2
Chadl	Chadl
Rangap1	Rangap1
Zc3h7b	Zc3h7b
Tef	Tef
Tob2	Tob2
Phf5a	Phf5a
Aco2	Aco2
Polr3h	Polr3h
Csdc2	Csdc2
Pmm1	Pmm1
Pppde2	Pppde2
Xrcc6	Xrcc6
Nhp2l1	Nhp2l1
Ccdc134	Ccdc134
Srebf2	Srebf2
AI848285	AI848285
Tnfrsf13c	Tnfrsf13c
Cenpm	Cenpm
Sept3	Sept3
Naga	Naga
Fam109b	Fam109b
1500032L24Rik	1500032L24Rik
Ndufa6	Ndufa6
Cyp2d22	Cyp2d22
Tcf20	Tcf20
Tbrg3	Tbrg3
Nfam1	Nfam1
Serhl	Serhl
Rrp7a	Rrp7a
Poldip3	Poldip3
Cyb5r3	Cyb5r3
A4galt	A4galt
Arfgap3	Arfgap3
Pacsin2	Pacsin2
Ttll1	Ttll1
Bik	Bik
Mcat	Mcat
Tspo	Tspo
Ttll12	Ttll12
Scube1	Scube1
Samm50	Samm50
Parvb	Parvb
Parvg	Parvg
Ldoc1l	Ldoc1l
Prr5	Prr5
Arhgap8	Arhgap8
Phf21b	Phf21b
Nup50	Nup50
5031439G07Rik	5031439G07Rik
Fam118a	Fam118a
Gm19277	Gm19277
Fbln1	Fbln1
Atxn10	Atxn10
Ppara	Ppara
2210021J22Rik	2210021J22Rik
Ttc38	Ttc38
Gtse1	Gtse1
Trmu	Trmu
Celsr1	Celsr1
Gramd4	Gramd4
Cerk	Cerk
Tbc1d22a	Tbc1d22a
Fam19a5	Fam19a5
Brd1	Brd1
Zbed4	Zbed4
Alg12	Alg12
Creld2	Creld2
Pim3	Pim3
Mov10l1	Mov10l1
1810021B22Rik	1810021B22Rik
Trabd	Trabd
1300018J18Rik	1300018J18Rik
Tubgcp6	Tubgcp6
Hdac10	Hdac10
Mapk12	Mapk12
Mapk11	Mapk11
Plxnb2	Plxnb2
Fam116b	Fam116b
Ppp6r2	Ppp6r2
Sbf1	Sbf1
Lmf2	Lmf2
Ncaph2	Ncaph2
Sco2	Sco2
Odf3b	Odf3b
Chkb	Chkb
Arsa	Arsa
Shank3	Shank3
Acr	Acr
Rabl2	Rabl2
Alg10b	Alg10b
Cpne8	Cpne8
Kif21a	Kif21a
Abcd2	Abcd2
Slc2a13	Slc2a13
Lrrk2	Lrrk2
Pdzrn4	Pdzrn4
Gxylt1	Gxylt1
Yaf2	Yaf2
Zcrb1	Zcrb1
Pphln1	Pphln1
Prickle1	Prickle1
Pus7l	Pus7l
Irak4	Irak4
Twf1	Twf1
Ano6	Ano6
E330033B04Rik	E330033B04Rik
Arid2	Arid2
Scaf11	Scaf11
Slc38a1	Slc38a1
Slc38a2	Slc38a2
Slc38a4	Slc38a4
Amigo2	Amigo2
Fam113b	Fam113b
Rpap3	Rpap3
Endou	Endou
Rapgef3	Rapgef3
Slc48a1	Slc48a1
Hdac7	Hdac7
Vdr	Vdr
Tmem106c	Tmem106c
